Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount,FM et TNT),"connu sous le nom de port de Citranusa Kabil.
- PT Citra Pembina Pengangkutan Industries (CPPI) est un fournisseur de services logistiques complets dans les services suivants","d’alimentation en eau potable (AEP) et de réseaux fibrés
2LTP",financement avec annuaire des professionnels de la maison.- GUIDE-Piscine.fr,principalement auprès des organismes publics,c'est 16 marques,spécialisé dans la mobilité urbaine,Uniques - Activité occasion,"l'architecture ;
- The Good Life (créé en 2011)",développé sur quatre verticales,(PB WEALTH MANAGER),spécialisée dans les domaines de la santé,le streetwear)
15 mai 2024,HIPLI,France |,Conception et commercialisation de colis réutilisables pour l’expédition des acteurs de l'e-commerce (enseignes omnicanales et sites marchands),nan,nan,nan,INVESTISSEUR(S) CORPORATE,nan,5-10 M€,Amorçage (seed),nan,,,,,,,,,,,,,
15 mai 2024,LE SOULOR 1925,France |,Fabricant de chaussures,0.90,2023.0,Services & Biens de consommation,nan,MANAGER(S),0-5 M€,M&A Corporate,0-5,,,,,,,,,,,,,
15 mai 2024,CROSS THE AGES,France |,Jeu de carte en ligne free to play,nan,nan,Logiciel et services informatiques,ANIMOCA BRANDS,nan,80 M€,1er tour,nan,,,,,,,,,,,,,
15 mai 2024,IFEEL,Espagne |,Édition d'une plateforme de prise en charge de la santé mentale des salariés,nan,nan,Internet & ecommerce,FINTLV VENTURES,nan,50-150 M€,2e tour,nan,,,,,,,,,,,,,
15 mai 2024,MAAT PHARMA,France |,Transplantation de microbiome intestinal humain (microbiothérapie),nan,nan,nan,BPIFRANCE INVESTISSEMENT,SEVENTURE PARTNERS,n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
15 mai 2024,QINOMIC,France |,Solutions de rétrofit électrique et hydrogène pour la mobilité durable.,nan,nan,Automobile,DE WILLERMIN,nan,0-20 M€,1er tour,nan,,,,,,,,,,,,,
15 mai 2024,PRINT CONCEPT,France |,Imprimerie offset,6.50,2023.0,Produits & Services industriels,CARACTERE IMPRIMEURS,MANAGER(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
15 mai 2024,WAGRAM FOOD SERVICE (COLUMBUS CAFE),France |,Restauration multi-enseignes (Columbus Café & Co,153,2023.0,Tourisme,BPIFRANCE INVESTISSEMENT,nan,20-50 M€,Augmentation de capital,0-20,,,,,,,,,,,,,
15 mai 2024,ETHIK-IA,France |,Initiative citoyenne et académique de régulation positive de l'intelligence artificielle en santé,nan,nan,Santé,XANGE,nan,n.d.,Augmentation de capital,n.d.,,,,,,,,,,,,,
15 mai 2024,OTAMI,France |,Éditeur d'un logiciel de gestion des achats,nan,nan,Logiciel et services informatiques,THE MOON VENTURE,nan,0-5 M€,Amorçage (seed),nan,,,,,,,,,,,,,
15 mai 2024,EKIP (EKIP.APP),France |,Gestionnaire de titres-restaurant privilégiant les commerces engagés et solidaires,0.20,2024.0,Services & Biens de consommation,SHARE INVEST,nan,3.18 M€,1er tour,nan,,,,,,,,,,,,,
15 mai 2024,MICROPEP TECHNOLOGIES,France |,Agro biotech développant des micropeptides pour créer de nouveaux fongicides,nan,nan,nan,BPIFRANCE INVESTISSEMENT,nan,50-150 M€,2e tour,nan,,,,,,,,,,,,,
15 mai 2024,PLANTIN,France |,Commercialisation de truffes fraîches et de champignons séchés,40,2023.0,nan,FRENCHFOOD CAPITAL (FFC),MANAGER(S),50-150 M€,LBO Primaire,50-150,,,,,,,,,,,,,
15 mai 2024,OSMOS X,France |,Véhicules spatiaux à fortes poussées et ISP,nan,nan,Automobile,AUDACIA,nan,0-5 M€,Amorçage (seed),nan,,,,,,,,,,,,,
15 mai 2024,HUGUENIN,France |,Distribution de produits carnés pour la restauration haut de gamme,28,2023.0,nan,FRENCHFOOD CAPITAL (FFC),FONDATEUR(S),20-50 M€,MBI,20-50,,,,,,,,,,,,,
15 mai 2024,CONSTELLATION TECHNOLOGIES & OPER...,France |,Start-up du newspace BtoBtoC visant à offrir une connexion Internet satellitaire aux particuliers,nan,nan,Média,AUDACIA,nan,15-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
15 mai 2024,PACT (PACT.EARTH),Royaume-Uni |,Concepteur d'une technologie de fabrication d'un cuir alternatif à base de collagène naturel,nan,nan,Environnement & CleanTechs,HOXTON VENTURES,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
14 mai 2024,EUROCOMPLIANCE,France |,Organisme de certification et de formation,1,2023.0,Services & Conseil aux entreprises,CERTIGROUP,FONDATEUR(S),0-5 M€,Build-up,0-5,,,,,,,,,,,,,
14 mai 2024,ECO IN PACK,France |,Activité de conseil et de formation,nan,nan,Environnement & CleanTechs,NOUVELLE-AQUITAINE CO-I...,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
14 mai 2024,AMELIS (EX SYMPHONIE SERVICES),France |,Accompagnement à domicile des personnes âgées et dépendantes,30,2023.0,Services & Biens de consommation,KINOUGARDE (GROUPE EPIK...,THE HALIFAX GROUP,0-20 M€,Build-up,n.d.,,,,,,,,,,,,,
14 mai 2024,DPK FUNERAIRE,France |,Services funéraires,nan,nan,Services & Biens de consommation,FUNECAP,MANAGER(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
14 mai 2024,ELECTRICITE D'AZUR,France |,Développeur de projets photovoltaïques et agrivoltaïques responsables qui visent à devenir également producteurs.,nan,nan,nan,CREDIT MUTUEL EQUITY,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
14 mai 2024,TERRES DE RAVEL,France |,Vignoble,nan,nan,nan,CHÂTEAU SAINTE MARGUERITE,n.d.,n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
14 mai 2024,GREENFIELD MANUFACTURING INCORPOR...,États-Unis |,Fabrication de produits chimiques,nan,nan,Matières premières & industries de base (minerais,PROTEX INTERNATIONAL,FONDATEUR(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
14 mai 2024,FLÛTE DU PALAIS,France |,Boulangerie-pâtisserie,nan,nan,nan,MAISON NADAL,ACTIONNAIRES,n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
14 mai 2024,COM&CO GROUP,France |,Organisation de congrès scientifiques et projets digitaux,nan,nan,Santé,GROUPE PEGASE HEALTHCAR...,FONDATEUR(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
14 mai 2024,IK PARTNERS (EX-IK INVESTMENT PAR...,Royaume-Uni |,Société européenne de capital-investissement,nan,nan,nan,WENDEL,MANAGER(S),750 M€,M&A (Int'l),nan,,,,,,,,,,,,,
14 mai 2024,ADRIAANSEN,Belgique |,Distribution d’emballages industriels,11,2023.0,Produits & Services industriels,SC PACK (SACCOF PACKAGI...,FONDATEUR(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
14 mai 2024,ATCORE TECHNOLOGY,Royaume-Uni |,Éditeur de logiciels de réservation de voyage,40,2024.0,Logiciel et services informatiques,TRAVELSOFT (EX ORCHESTRA),MANAGER(S),n.d.,Build-up international,n.d.,,,,,,,,,,,,,
14 mai 2024,KEGLER KÄELTE-KLIMATECHNIK & SERVICE,Allemagne |,Installation et maintenance de systèmes de climatisation et d’air conditionné,nan,nan,Produits & Services industriels,TSG,ACTIONNAIRES FAMILIAUX,n.d.,Build-up international,n.d.,,,,,,,,,,,,,
14 mai 2024,MARIANNE,France |,Magazine d'actualité hebdomadaire,12,2023.0,Média,OTIUM CAPITAL,CZECH MEDIA INVEST,0-20 M€,M&A Corporate,0-20,,,,,,,,,,,,,
14 mai 2024,TRAVELGATEX,Espagne |,Plateforme de connectivité B2B pour l'hébergement et les voyages,20,2024.0,Logiciel et services informatiques,TRAVELSOFT (EX ORCHESTRA),FONDATEUR(S),n.d.,Build-up international,n.d.,,,,,,,,,,,,,
14 mai 2024,MOREPHOTONICS,France |,Distributeur et intégrateur de solutions photoniques,nan,nan,Produits & Services industriels,OPTOPRIM GROUP,MANAGER(S),0-5 M€,Build-up,n.d.,,,,,,,,,,,,,
14 mai 2024,TRAVEL CONNECTION TECHNOLOGY (TCT),Roumanie |,Solutions logicielles pour le domaine du voyage (notamment pour la réservation d'hôtels),1,2024.0,Logiciel et services informatiques,TRAVELSOFT (EX ORCHESTRA),FONDATEUR(S),0-20 M€,Build-up international,0-20,,,,,,,,,,,,,
14 mai 2024,UPANDCHARGE,France |,Solutions de recharge par induction des véhicules électriques pour les entreprises et les collectivités,nan,nan,Automobile,PARIS BUSINESS ANGELS (...,nan,5-10 M€,Amorçage (seed),nan,,,,,,,,,,,,,
14 mai 2024,NEUFLIZE VIE,France |,Assurance vie,524,2023.0,nan,BNP PARIBAS CARDIF,ABN AMRO,250-500 M€,M&A Corporate,n.d.,,,,,,,,,,,,,
14 mai 2024,THERASONIC,France |,Dispositif médical robotisé conçu pour traiter les maladies neurologiques et notamment les cancers cérébraux.,nan,nan,Produits Pharmaceutiques & matériel médical,M2CARE,nan,n.d.,Amorçage (seed),nan,,,,,,,,,,,,,
14 mai 2024,SERVICES VOLTIGE,France |,Travaux sur corde,nan,nan,Produits & Services industriels,GROUPE NA (EX NA INVEST...,MANAGER(S),5-10 M€,Build-up,5-10,,,,,,,,,,,,,
13 mai 2024,OSMEA,France |,Spécialiste de la caisserie bois et de l’emballage industriel,5,2023.0,nan,AXIOM (ALT + MAINCO + A...,FONDATEUR(S),0-5 M€,M&A Corporate,0-5,,,,,,,,,,,,,
13 mai 2024,DISTILLERIE DU GORVELLO,France |,Distillerie,nan,nan,nan,MAISON FISSELIER,n.d.,0-5 M€,Majoritaire,0-5,,,,,,,,,,,,,
13 mai 2024,SCASSI CONSEIL,France |,Expert en cybersécurité des systèmes critiques,nan,nan,Logiciel et services informatiques,SQUAD,FONDATEUR(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
13 mai 2024,TRAVELSOFT (EX ORCHESTRA),France |,Éditeur de logiciels de réservation de voyage pour professionnels,35,2023.0,Logiciel et services informatiques,CAPITAL CROISSANCE,nan,n.d.,Augmentation de capital,20-50,,,,,,,,,,,,,
13 mai 2024,SATELLIFACTS,France |,Quotidien de l’audiovisuel et du cinéma,nan,nan,Média,CFNEWS,FONDATEUR(S),0-5 M€,Majoritaire,0-5,,,,,,,,,,,,,
13 mai 2024,DIVISION BEAUTÉ ET BIOMÉDICALE DE...,États-Unis |,Collagène recombinant humain pour les applications beauté et biomédicales,nan,nan,Santé,HTL,MODERN MEADOW,n.d.,Build-up international,n.d.,,,,,,,,,,,,,
13 mai 2024,AS SAINT ETIENNE,France |,Club de football professionnel,53.50,2023.0,Tourisme,KILMER SPORTS VENTURES,ACTIONNAIRES,25 M€,Augmentation de capital,20-50,,,,,,,,,,,,,
13 mai 2024,ACTIVITÉS D'HOSPITALISATION À DOM...,France |,Huit établissements d'hospitalisation à domicile et trois agences de service de soins infirmiers et d'aide à domicile de Clariane,46.50,2023.0,Santé,FONDATION SANTE SERVICE,CLARIANE (EX KORIAN),50-150 M€,Carve-out,50-150,,,,,,,,,,,,,
13 mai 2024,CONSTELLATION,France |,ESN spécialisée en infogérance d’environnements cloud et de cybersécurité,200,2023.0,Logiciel et services informatiques,3I,QUALIUM INVESTISSEMENT,250-500 M€,LBO Bis,n.d.,,,,,,,,,,,,,
13 mai 2024,FUTURE FRENCH CHAMPIONS (FFC),France |,Fonds d'investissement,nan,nan,nan,BPIFRANCE INVESTISSEMENT,nan,n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
13 mai 2024,MAY HEALTH (EX ABLACARE),France |,Instrumentation médicale spécialisée dans la santé et la fertilité féminine,nan,nan,Produits Pharmaceutiques & matériel médical,BPIFRANCE INVESTISSEMENT,nan,n.d.,2e tour,nan,,,,,,,,,,,,,
10 mai 2024,ELECTRICAL SAFETY,Royaume-Uni |,Fournisseur de services tels que la formation,nan,nan,Produits & Services industriels,SICAME,MANAGER(S),0-20 M€,Build-up international,0-20,,,,,,,,,,,,,
10 mai 2024,DESCARTES & MAUSS,France |,Éditeur d'un logiciel Saas alimenté par l'IA d'aide à la stratégie prospective pour les entreprises,nan,nan,Logiciel et services informatiques,ELAIA PARTNERS,nan,20-50 M€,1er tour,nan,,,,,,,,,,,,,
10 mai 2024,TRAACE,France |,Plateforme de pilotage de l’empreinte carbone pour le PME et ETI,nan,nan,Environnement & CleanTechs,TENNAXIA,ORANGE VENTURES,0-20 M€,Build-up,0-20,,,,,,,,,,,,,
08 mai 2024,SONIO,France |,Logiciel d'intelligence artificielle guidant les praticiens lors des échographies prénatales pour sécuriser et optimiser le dépistage et diagnostic prénatal,nan,nan,Logiciel et services informatiques,SAMSUNG MEDISON,FONDATEUR(S),100 M€,M&A (Int'l),nan,,,,,,,,,,,,,
07 mai 2024,USIMECA PROD,France |,Spécialisée dans l'usinage de précision.,1,2023.0,Produits & Services industriels,nan,ACTIONNAIRES HISTORIQUES,n.d.,Sponsorless,n.d.,,,,,,,,,,,,,
07 mai 2024,TALLEY,États-Unis |,Distributeurs de produits et de solutions d’infrastructure sans fil,333,2023.0,Produits & Services industriels,REXEL,ACTIONNAIRES FAMILIAUX,431 M€,M&A (Int'l),nan,,,,,,,,,,,,,
07 mai 2024,NUTRIEARTH,France |,Production d'ingrédients particulièrement riches en vitamine D3 à base d'insectes à destination du marché de l'alimentation animale,0.30,2023.0,nan,DEMETER (VOIR DEMA INVEST),nan,10 M€,2e tour,nan,,,,,,,,,,,,,
07 mai 2024,KESTRA,France |,Éditeur d'une technologie open source d'orchestration des flux de données critiques pour entreprises,nan,nan,Logiciel et services informatiques,ALVEN,nan,20-50 M€,1er tour,nan,,,,,,,,,,,,,
07 mai 2024,HYLE,France |,Société de projet de lancement de réseau blockchain,nan,nan,Logiciel et services informatiques,FRAMEWORK VENTURES,nan,0-20 M€,1er tour,nan,,,,,,,,,,,,,
07 mai 2024,SI TECH INDUSTRIE,France |,Conception de pergolas sur mesure,7,2023.0,Immobilier & construction,BOUYER LEROUX,n.d.,n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
07 mai 2024,GENSIGHT BIOLOGICS,France |,Biopharma développant des thérapies géniques pour maladies dégénératives de la rétine et troubles du système nerveux central,3,2023.0,nan,SOFINNOVA PARTNERS,nan,20-50 M€,Augmentation de capital,nan,,,,,,,,,,,,,
07 mai 2024,PRESTALIM'S,France |,Services de restauration collective,13,2023.0,Tourisme,SODERO (EX SODERO GESTION),MANAGER(S),0-20 M€,MBI,0-5,,,,,,,,,,,,,
07 mai 2024,MB PARIS (MERCEDES-BENZ PARIS),France |,Concessionnaire automobile,335,2022.0,nan,GROUPE COMO,MERCEDES BENZ GROUP,100 M€,M&A (Int'l),nan,,,,,,,,,,,,,
07 mai 2024,ACTIVITÉ DE CONDITIONNEMENT À FAÇ...,France |,Activité de conditionnement à façon de Filpack,nan,nan,Produits & Services industriels,GESTRA,FILPACK,0-5 M€,Carve-out,0-5,,,,,,,,,,,,,
07 mai 2024,IMAGINO,France |,Éditeur d’un logiciel de gestion des données clients et d'automatisation de campagnes marketing,nan,nan,Logiciel et services informatiques,CATHAY INNOVATION,nan,50-150 M€,2e tour,nan,,,,,,,,,,,,,
07 mai 2024,FACTORIELLES,France |,"- Factorielles : Logiciels et formations en protection sociale.
- Previssima : Plateforme d’information et de conseil en protection sociale.",4,2023.0,Logiciel et services informatiques,QUALIRETRAITE,MANAGER(S),5-10 M€,Build-up,5-10,,,,,,,,,,,,,
07 mai 2024,MAISON LEJABY,France |,Fabrication et commercialisation de lingerie et sous-vêtements premium en boutique,7.50,2023.0,Textile,MIRAE,TERENCE CAPITAL,0-5 M€,Retournement,nan,,,,,,,,,,,,,
07 mai 2024,FUTURA,Italie |,Plateforme éducative alimentée par l'IA,nan,nan,Logiciel et services informatiques,EURAZEO GLOBAL INVESTOR,nan,0-20 M€,1er tour,nan,,,,,,,,,,,,,
07 mai 2024,MEMO THERAPEUTICS,Suisse |,Société de biotechnologie en phase avancée qui développe un anticorps neutralisant le BKV de premier ordre pour l'infection par le BKV dans la transplantation rénale,nan,nan,nan,KURMA PARTNERS,nan,n.d.,3e tour,nan,,,,,,,,,,,,,
07 mai 2024,ASENIUM,France |,ESN spécialisée dans la mise à disposition de consultants CRM et ERP Salesforce,27,2023.0,Logiciel et services informatiques,FREELAND GROUP,FONDATEUR(S),30 M€,Build-up,n.d.,,,,,,,,,,,,,
06 mai 2024,CELLECTIS,France |,Ingénierie des génomes,17.90,2022.0,nan,ASTRAZENECA,nan,n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
06 mai 2024,GROUPE ENTREPRENDRE (EX ENTREPREN...,France |,Groupe de presse distribuant notamment les magazines Entreprendre,10.10,2023.0,Média,DANAE GROUP,FONDATEUR(S),0-5 M€,OPA,nan,,,,,,,,,,,,,
06 mai 2024,EPRESSPACK,France |,Éditeur d'un logiciel Saas pour les professionnels de la communication,5,2023.0,Logiciel et services informatiques,ENTREPRENEUR INVEST,BUSINESS ANGEL(S),n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
06 mai 2024,BICYCODE (DONT PARAVOL),France |,Opérateur agréé d’identification des deux-roues (marquage et identification des vélos),1.50,2023.0,Logiciel et services informatiques,ROOLE (EX IDENTICAR),MANAGER(S),0-20 M€,M&A Corporate,0-20,,,,,,,,,,,,,
06 mai 2024,STRUBE,Allemagne |,Semences de betterave à sucre,nan,nan,nan,GROUPE DELEPLANQUE,SUET,n.d.,Build-up international,n.d.,,,,,,,,,,,,,
06 mai 2024,POMPES FUNEBRES LECHEVALLIER,France |,Pompes Funèbres,nan,nan,Services & Biens de consommation,FUNECAP,n.d.,0-20 M€,Build-up,0-20,,,,,,,,,,,,,
06 mai 2024,STONAL,France |,Plateforme Saas de données immobilières,17,2023.0,Logiciel et services informatiques,AAREON,MANAGER(S),n.d.,Minoritaire,nan,,,,,,,,,,,,,
06 mai 2024,BYSTAMP,France |,Fournisseur de technologies,0.11,2023.0,Electronique & Informatique,nan,nan,11.60 M€,1er tour,nan,,,,,,,,,,,,,
06 mai 2024,STAN SOFT (GOSTAN),France |,Éditeur de logiciels de gestion de cave pour restaurateurs,nan,nan,Logiciel et services informatiques,nan,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
05 mai 2024,SCOP3,France |,Prestataire d'aménagement de locaux professionnels par du mobilier reconditionné ou écoconçu,1,2023.0,Internet & ecommerce,AGENCE REGIONALE DES IN...,nan,0-20 M€,2e tour,nan,,,,,,,,,,,,,
03 mai 2024,PRESTICLIM,France |,Le traitement d’air,nan,nan,Produits & Services industriels,SYCLEF,MANAGER(S),n.d.,Build-up,n.d.,,,,,,,,,,,,,
03 mai 2024,DAUREMA,France |,Solution d’emballages en cellulose moulée,nan,nan,Produits & Services industriels,IRD INVEST,nan,3.15 M€,1er tour,nan,,,,,,,,,,,,,
03 mai 2024,INHEART,France |,Éditeur d'une solution logicielle de modélisation cardiaque pour le traitement d’images médicales préopératoires (cœur numérique 3D du patient),nan,nan,Logiciel et services informatiques,VESALIUS BIOCAPITAL,nan,20-50 M€,2e tour,nan,,,,,,,,,,,,,
03 mai 2024,OCCTE (AREC OCCITANIE),France |,Société de gestion axée sur la transition énergétique,nan,nan,nan,MAGELLIM,MANAGER(S),n.d.,Minoritaire,n.d.,,,,,,,,,,,,,
03 mai 2024,PROLED,Allemagne |,Éclairage LED,30,2023.0,Produits & Services industriels,GROUPE GALAED (MIIDEX L...,PERUSA,20-50 M€,Build-up international,20-50,,,,,,,,,,,,,
03 mai 2024,ILIAD,France |,Opérateur télécom,9 240,2023.0,Média,BOURSE ETRANGERE,n.d.,>1000 M€,Emission obligataire,nan,,,,,,,,,,,,,
03 mai 2024,CARGO,France |,Location courte et moyenne durée de voitures,40,2023.0,Services & Biens de consommation,JEAN LAIN MOBILITÉS,ACTIONNAIRES FAMILIAUX,20-50 M€,Sortie M&A Corporate,n.d.,,,,,,,,,,,,,
03 mai 2024,ARESMMA (ARES FIGHTING CHAMPIONSH...,France |,Formation et gestion de combattants et combattantes de MMA,nan,nan,Tourisme,TRAIL (TRAIL CAPITAL),FONDATEUR(S),0-20 M€,Cession de titres,0-20,,,,,,,,,,,,,
02 mai 2024,SERVICE TOUS TRANSPORTS (S.T.T),France |,Transport de bois ronds,3,2023.0,nan,MAUFFREY,FONDATEUR(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
02 mai 2024,SPLIIIT,France |,Service de mise en relation entre particuliers pour le partage d’abonnements numériques autorisant plusieurs accès simultanés,2,2024.0,Internet & ecommerce,SUPERPROF,PERSONNE(S) PHYSIQUE(S),2 M€,Minoritaire,nan,,,,,,,,,,,,,
02 mai 2024,RAMIFY,France |,Éditeur d'un site de gestion de patrimoine et de conseil financier,nan,nan,nan,13BOOKS CAPITAL,nan,0-20 M€,1er tour,nan,,,,,,,,,,,,,
02 mai 2024,WEBYN,France |,Plateforme d'intelligence artificielle pour optimiser les interactions sur les sites B2B et B2C,nan,nan,Logiciel et services informatiques,TOMCAT CAPITAL,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
02 mai 2024,RESILIENCE CARE,France |,Plateforme de télésurveillance de maladies chroniques : accompagnement des patients,nan,nan,Logiciel et services informatiques,PICUS CAPITAL,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
02 mai 2024,GROUPE SAINT-AUBIN,France |,Produits surgelés et frais,30,2023.0,nan,ANTILLES-GLACES,CAPZA,n.d.,Sortie M&A Corporate,20-50,,,,,,,,,,,,,
02 mai 2024,ACTIVITÉS ADHÉSIFS DE LAMINATION ...,États-Unis |,Activité adhésifs de lamination pour emballages flexibles,nan,nan,Matières premières & industries de base (minerais,ARKEMA,DOW CHEMICAL,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
02 mai 2024,ACTIVITÉ DE DISTRIBUTION DE FERTI...,France |,Distribution de fertilisants solides et liquides fabriqués à partir de co-produits (comme mélasse et vinasse,15,2023.0,nan,VEOLIA AGRICULTURE (SED...,GROUPE DELEPLANQUE,5-10 M€,Carve-out,5-10,,,,,,,,,,,,,
02 mai 2024,SAPHELEC,France |,Services télécom aux entreprises.,26,2023.0,Média,SOFIPACA,BPIFRANCE INVESTISSEMENT,20-50 M€,LBO Bis,0-20,,,,,,,,,,,,,
02 mai 2024,EXELIOM BIOSCIENCES (EX NEXTBIOTIX),France |,Biotech misant sur une bactérie intestinale pour  lutter contre le cancer,nan,nan,nan,FOREPONT CAPITAL PARTNERS,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
02 mai 2024,VOO,Belgique |,Opérateur télécom,nan,nan,Média,ORANGE BELGIUM (ORANGE ...,NETHYS,153 M€,M&A (à l'étranger),nan,,,,,,,,,,,,,
02 mai 2024,EUROFEU,France |,Fabrication,200,2023.0,Services & Biens de consommation,IK PARTNERS (EX-IK INVE...,CAPZA,250-500 M€,LBO V,n.d.,,,,,,,,,,,,,
21 janv. 2025,ACTIVITES DE GESTION D’ACTIFS DE ...,France |,Activités de gestion d’actifs de Generali Investments et de Natixis Investment Managers,4 100,2023.0,nan,GENERALI,n.d.,9 500 M€,M&A (Joint Venture),n.d.,,,,,,,,,,,,,
21 janv. 2025,DUCASSE PARIS,France |,Restauration,nan,nan,Tourisme,TREVISE PARTICIPATIONS,nan,n.d.,Augmentation de capital,n.d.,,,,,,,,,,,,,
21 janv. 2025,BOTANIC,France |,Enseigne de jardineries,400,2024.0,Services & Biens de consommation,CREDIT MUTUEL EQUITY,nan,250-500 M€,Augmentation de capital,50-150,,,,,,,,,,,,,
02 mai 2024,RAMIFY,France |,Éditeur d'un site de gestion de patrimoine et de conseil financier,nan,nan,nan,13BOOKS CAPITAL,nan,0-20 M€,1er tour,nan,,,,,,,,,,,,,
02 mai 2024,WEBYN,France |,Plateforme d'intelligence artificielle pour optimiser les interactions sur les sites B2B et B2C,nan,nan,Logiciel et services informatiques,TOMCAT CAPITAL,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
02 mai 2024,RESILIENCE CARE,France |,Plateforme de télésurveillance de maladies chroniques : accompagnement des patients,nan,nan,Logiciel et services informatiques,PICUS CAPITAL,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
